Names,Categories,Categories_code,ScrapData
Offspring,Biology,5,"In biology, offspring are the young born of living organisms, produced either by a single organism or, in the case of sexual reproduction, two organisms. Collective offspring may be known as a brood or progeny in a more general way. This can refer to a set of simultaneous offspring, such as the chicks hatched from one clutch of eggs, or to all the offspring, as with the honeybee.
 Human offspring (descendants) are referred to as children (without reference to age, thus one can refer to a parent's ""minor children"" or ""adult children"" or ""infant children"" or ""teenage children"" depending on their age); male children are sons and female children are daughters (see kinship and descent). Offspring can occur after mating or after artificial insemination.
 Offspring contains many parts and properties that are precise and accurate in what they consist of, and what they define. As the offspring of a new species, also known as a child or f1 generation, consist of genes of the father and the mother, which is also known as the parent generation.[1] Each of these offspring contains numerous genes which have coding for specific tasks and properties. Males and females both contribute equally to the genotypes of their offspring, in which gametes fuse and form. An important aspect of the formation of the parent offspring is the chromosome, which is a structure of DNA which contains many genes.[2] To focus more on the offspring and how it results in the formation of the f1 generation, is an inheritance called sex-linkage,[3] which is a gene which is located on the sex chromosome and patterns of these inheritance differ in both male and female. The explanation that proves the theory of the offspring having genes from both parent generations, is proven through a process called crossing-over, which consists of taking genes from the male chromosomes and genes from the female chromosome, resulting in a process of meiosis occurring, and leading to the splitting of the chromosomes evenly.[4] Depending on which genes are dominantly expressed in the gene will result in the sex of the offspring. The female will always give an X chromosome, whereas the male, depending on the situation, will either give an X chromosome or a Y chromosome. If a male offspring is produced, the gene will consist of an X and a Y chromosome. If two X chromosomes are expressed and produced, it produces a female offspring.[5] Cloning is the production of an offspring which represents the identical genes as its parent. Reproductive cloning begins with the removal of the nucleus from an egg, which holds the genetic material.[6] In order to clone an organ, a stem cell is to be produced and then utilized to clone that specific organ.[7] A common misconception of cloning is that it produces an exact copy of the parent being cloned. Cloning copies the DNA/genes of the parent and then creates a genetic duplicate. The clone will not be a similar copy as he or she will grow up in different surroundings from the parent and may encounter different opportunities and experiences. Although mostly positive, cloning also faces some setbacks in terms of ethics and human health. Though cell division and DNA replication is a vital part of survival, there are many steps involved and mutations can occur with permanent change in an organism's and their offspring's DNA.[8] Some mutations can be good as they result in random evolution periods in which may be good for the species, but most mutations are bad as they can change the genotypes of offspring, which can result in changes that harm the species.
"
Order_(biology),Biology,5,"In biological classification, the order (Latin: ordo) is
 What does and does not belong to each order is determined by a taxonomist, as is whether a particular order should be recognized at all. Often there is no exact agreement, with different taxonomists each taking a different position. There are no hard rules that a taxonomist needs to follow in describing or recognizing an order. Some taxa are accepted almost universally, while others are recognised only rarely.[1] For some groups of organisms, consistent suffixes are used to denote that the rank is an order. The Latin suffix -(i)formes meaning ""having the form of"" is used for the scientific name of orders of birds and fishes, but not for those of mammals and invertebrates. The suffix -ales is for the name of orders of plants, fungi, and algae.[2] The name of an order is usually written with a capital letter.[3]"
Organ_(anatomy),Biology,5,"An organ is a group of tissues with similar functions. Plant life and animal life rely on many organs that coexist in organ systems.[1] A given organ's tissues can be broadly categorized as parenchyma, the tissue peculiar to (or at least archetypal of) the organ and that does the organ's specialized job, and stroma, the tissues with supportive, structural, connective, or ancillary functions. For example, in a gland, the tissue that makes the hormones is the parenchyma, whereas the stroma includes the nerves that innervate the parenchyma, the blood vessels that oxygenate and nourish it and carry away its metabolic wastes, and the connective tissues that provide a suitable place for it to be situated and anchored. The main tissues that make up an organ tend to have common embryologic origins, such as arising from the same germ layer. Functionally related organs often cooperate to form whole organ systems. Organs exist in most multicellular organisms. In single-celled organisms such as bacteria, the functional analogue of an organ is known as an organelle. In plants, there are three main organs.[2] A hollow organ is an internal organ that forms a hollow tube, or pouch such as the stomach, intestine, or bladder.
 In the study of anatomy, the term viscus refers to an internal organ. Viscera is the plural form.[3][4] The number of organs in any organism depends on which precise definition of the term one uses. By one widely used definition, 79 organs have been identified in the human body.[5]"
Organism,Biology,5,"
 In biology, an organism (from Greek: ὀργανισμός, organismos) is any individual entity that embodies the properties of life. It is a synonym for ""life form"".
 Organisms are classified by taxonomy into groups such as multicellular animals, plants, and fungi; or unicellular microorganisms such as protists, bacteria, and archaea.[1] All types of organisms are capable of reproduction, growth and development, maintenance, and some degree of response to stimuli. Humans, squids, mushrooms, and vascular plants are examples of multicellular organisms that differentiate specialized tissues and organs during development.
 An organism may be either a prokaryote or a eukaryote. Prokaryotes are represented by two separate domains – bacteria and archaea. Eukaryotic organisms are characterized by the presence of a membrane-bound cell nucleus and contain additional membrane-bound compartments called organelles (such as mitochondria in animals and plants and plastids in plants and algae, all generally considered to be derived from endosymbiotic bacteria).[2] Fungi, animals and plants are examples of kingdoms of organisms within the eukaryotes.
 Estimates on the number of Earth's current species range from 2 million to 1 trillion,[3] of which over 1.7 million have been documented.[4] More than 99% of all species, amounting to over five billion species,[5] that ever lived are estimated to be extinct.[6][7] In 2016, a set of 355 genes from the last universal common ancestor (LUCA) of all organisms was identified.[8][9]"
Ornithology,Biology,5,"Ornithology is a branch of zoology that concerns the ""methodological study and consequent knowledge of birds with all that relates to them"".[1] Several aspects of ornithology differ from related disciplines, due partly to the high visibility and the aesthetic appeal of birds.[2] It has also been an area with a large contribution made by amateurs in terms of time, resources, and financial support. Studies on birds have helped develop key concepts in biology including evolution, behaviour and ecology such as the definition of species, the process of speciation, instinct, learning, ecological niches, guilds, island biogeography, phylogeography, and conservation.[3] While early ornithology was principally concerned with descriptions and distributions of species, ornithologists today seek answers to very specific questions, often using birds as models to test hypotheses or predictions based on theories. Most modern biological theories apply across life forms, and the number of scientists who identify themselves as ""ornithologists"" has therefore declined.[4] A wide range of tools and techniques are used in ornithology, both inside the laboratory and out in the field, and innovations are constantly made.[5]"
Osmosis,Biology,5,"
 Osmosis (/ɒzˈmoʊ.sɪs/)[1] is the spontaneous net movement of solvent molecules through a selectively permeable membrane into a region of higher solute concentration, in the direction that tends to equalize the solute concentrations on the two sides.[2][3][4] It may also be used to describe a physical process in which any solvent moves across a selectively permeable membrane (permeable to the solvent, but not the solute) separating two solutions of different concentrations.[5][6] Osmosis can be made to do work.[7] Osmotic pressure is defined as the external pressure required to be applied so that there is no net movement of solvent across the membrane.  Osmotic pressure is a colligative property, meaning that the osmotic pressure depends on the molar concentration of the solute but not on its identity.
 Osmosis is a vital process in biological systems, as biological membranes are semipermeable. In general, these membranes are impermeable to large and polar molecules, such as ions, proteins, and polysaccharides, while being permeable to non-polar or hydrophobic molecules like lipids as well as to small molecules like oxygen, carbon dioxide, nitrogen, and nitric oxide. Permeability depends on solubility, charge, or chemistry, as well as solute size. Water molecules travel through the plasma membrane, tonoplast membrane (vacuole) or protoplast by diffusing across the phospholipid bilayer via aquaporins (small transmembrane proteins similar to those responsible for facilitated diffusion and ion channels). Osmosis provides the primary means by which water is transported into and out of cells. The turgor pressure of a cell is largely maintained by osmosis across the cell membrane between the cell interior and its relatively hypotonic environment.
"
Paleontology,Biology,5,"Paleontology, also spelled palaeontology or palæontology (/ˌpeɪliɒnˈtɒlədʒi, ˌpæli-, -ən-/), is the scientific study of life that existed prior to, and sometimes including, the start of the Holocene Epoch (roughly 11,700 years before present). It includes the study of fossils to classify organisms and study interactions with each other and their environments (their paleoecology). Paleontological observations have been documented as far back as the 5th century BCE. The science became established in the 18th century as a result of Georges Cuvier's work on comparative anatomy, and developed rapidly in the 19th century. The term itself originates from Greek παλαιός, palaios, ""old, ancient"", ὄν, on (gen. ontos), ""being, creature"", and λόγος, logos, ""speech, thought, study"".[1] Paleontology lies on the border between biology and geology, but differs from archaeology in that it excludes the study of anatomically modern humans. It now uses techniques drawn from a wide range of sciences, including biochemistry, mathematics, and engineering. Use of all these techniques has enabled paleontologists to discover much of the evolutionary history of life, almost all the way back to when Earth became capable of supporting life, about 3.8 billion years ago. As knowledge has increased, paleontology has developed specialised sub-divisions, some of which focus on different types of fossil organisms while others study ecology and environmental history, such as ancient climates.
 Body fossils and trace fossils are the principal types of evidence about ancient life, and geochemical evidence has helped to decipher the evolution of life before there were organisms large enough to leave body fossils. Estimating the dates of these remains is essential but difficult: sometimes adjacent rock layers allow radiometric dating, which provides absolute dates that are accurate to within 0.5%, but more often paleontologists have to rely on relative dating by solving the ""jigsaw puzzles"" of biostratigraphy (arrangement of rock layers from youngest to oldest). Classifying ancient organisms is also difficult, as many do not fit well into the Linnaean taxonomy classifying living organisms, and paleontologists more often use cladistics to draw up evolutionary ""family trees"". The final quarter of the 20th century saw the development of molecular phylogenetics, which investigates how closely organisms are related by measuring the similarity of the DNA in their genomes. Molecular phylogenetics has also been used to estimate the dates when species diverged, but there is controversy about the reliability of the molecular clock on which such estimates depend.
"
Parallel_evolution,Biology,5,"Parallel evolution is the similar development of a trait in distinct species that are not closely related, but share a similar original trait in response to similar evolutionary pressure.[1][2]"
Parasite,Biology,5,"
 
 Parasitism is a symbiotic relationship between species, where one organism, the parasite, lives on or inside another organism, the host, causing it some harm, and is adapted structurally to this way of life.[1] The entomologist E. O. Wilson has characterised parasites as ""predators that eat prey in units of less than one"".[2] Parasites include protozoans such as the agents of malaria, sleeping sickness, and amoebic dysentery; animals such as hookworms, lice, mosquitoes, and vampire bats; fungi such as honey fungus and the agents of ringworm; and plants such as mistletoe, dodder, and the broomrapes. There are six major parasitic strategies of exploitation of animal hosts, namely parasitic castration, directly transmitted parasitism (by contact), trophically transmitted parasitism (by being eaten), vector-transmitted parasitism, parasitoidism, and micropredation.
 Like predation, parasitism is a type of consumer-resource interaction,[3] but unlike predators, parasites, with the exception of parasitoids, are typically much smaller than their hosts, do not kill them, and often live in or on their hosts for an extended period. Parasites of animals are highly specialised, and reproduce at a faster rate than their hosts. Classic examples include interactions between vertebrate hosts and tapeworms, flukes, the malaria-causing Plasmodium species, and fleas.
 Parasites reduce host fitness by general or specialised pathology, from parasitic castration to modification of host behaviour. Parasites increase their own fitness by exploiting hosts for resources necessary for their survival, in particular by feeding on them and by using intermediate (secondary) hosts to assist in their transmission from one definitive (primary) host to another. Although parasitism is often unambiguous, it is part of a spectrum of interactions between species, grading via parasitoidism into predation, through evolution into mutualism, and in some fungi, shading into being saprophytic.
 People have known about parasites such as roundworms and tapeworms since ancient Egypt, Greece, and Rome. In Early Modern times, Antonie van Leeuwenhoek observed Giardia lamblia in his microscope in 1681, while Francesco Redi described internal and external parasites including sheep liver fluke and ticks. Modern parasitology developed in the 19th century. In human culture, parasitism has negative connotations. These were exploited to satirical effect in Jonathan Swift's 1733 poem ""On Poetry: A Rhapsody"", comparing poets to hyperparasitical ""vermin"". In fiction, Bram Stoker's 1897 Gothic horror novel Dracula and its many later adaptations featured a blood-drinking parasite. Ridley Scott's 1979 film Alien was one of many works of science fiction to feature a parasitic alien species.[4]"
Parasitology,Biology,5,"Parasitology is the study of parasites, their hosts, and the relationship between them. As a biological discipline, the scope of parasitology is not determined by the organism or environment in question but by their way of life. This means it forms a synthesis of other disciplines, and draws on techniques from fields such as cell biology, bioinformatics, biochemistry, molecular biology, immunology, genetics, evolution and ecology.
"
Pathobiology,Biology,5,"Pathology is the study of the causes and effects of disease or injury. The word pathology also refers to the study of disease in general, incorporating a wide range of bioscience research fields and medical practices. However, when used in the context of modern medical treatment, the term is often used in a more narrow fashion to refer to processes and tests which fall within the contemporary medical field of ""general pathology"", an area which includes a number of distinct but inter-related medical specialties that diagnose disease, mostly through analysis of tissue, cell, and body fluid samples.  Idiomatically, ""a pathology"" may also refer to the predicted or actual progression of particular diseases (as in the statement ""the many different forms of cancer have diverse pathologies""), and the affix pathy is sometimes used to indicate a state of disease in cases of both physical ailment (as in cardiomyopathy) and psychological conditions (such as psychopathy).[1]  A physician practicing pathology is called a pathologist.
 As a field of general inquiry and research, pathology addresses  components of disease: cause, mechanisms of development (pathogenesis), structural alterations of cells (morphologic changes), and the consequences of changes (clinical manifestations).[2] In common medical practice, general pathology is mostly concerned with analyzing known clinical abnormalities that are markers or precursors for both infectious and non-infectious disease, and is conducted by experts in one of two major specialties, anatomical pathology and clinical pathology.[3] Further divisions in specialty exist on the basis of the involved sample types (comparing, for example, cytopathology, hematopathology, and histopathology), organs (as in renal pathology), and physiological systems (oral pathology), as well as on the basis of the focus of the examination (as with forensic pathology).
 Pathology is a significant field in modern medical diagnosis and medical research.
"
Pathogen,Biology,5,"In biology, a pathogen (Greek: πάθος pathos ""suffering"", ""passion"" and -γενής -genēs ""producer of"") in the oldest and broadest sense, is any organism that can produce disease. A pathogen may also be referred to as an infectious agent, or simply a germ.
 The term pathogen came into use in the 1880s.[1][2]  Typically, the term is used to describe an infectious microorganism or agent, such as a virus, bacterium, protozoan, prion, viroid, or fungus.[3][4][5] Small animals, such as certain kinds of worms and insect larvae, can also produce disease. However, these animals are usually, in common parlance, referred to as parasites rather than pathogens.  The scientific study of microscopic organisms, including microscopic pathogenic organisms, is called microbiology, while the study of disease that may include these pathogens is called pathology. Parasitology, meanwhile, is the scientific study of parasites and the organisms that host them.
 There are several pathways through which pathogens can invade a host. The principal pathways have different episodic time frames, but soil has the longest or most persistent potential for harboring a pathogen. 
 Diseases in humans that are caused by infectious agents are known as pathogenic diseases. Not all diseases are caused by pathogens, other causes are, for example, toxins, genetic disorders and the host's own immune system.
"
Pathology,Biology,5,"Pathology is the study of the causes and effects of disease or injury. The word pathology also refers to the study of disease in general, incorporating a wide range of bioscience research fields and medical practices. However, when used in the context of modern medical treatment, the term is often used in a more narrow fashion to refer to processes and tests which fall within the contemporary medical field of ""general pathology"", an area which includes a number of distinct but inter-related medical specialties that diagnose disease, mostly through analysis of tissue, cell, and body fluid samples.  Idiomatically, ""a pathology"" may also refer to the predicted or actual progression of particular diseases (as in the statement ""the many different forms of cancer have diverse pathologies""), and the affix pathy is sometimes used to indicate a state of disease in cases of both physical ailment (as in cardiomyopathy) and psychological conditions (such as psychopathy).[1]  A physician practicing pathology is called a pathologist.
 As a field of general inquiry and research, pathology addresses  components of disease: cause, mechanisms of development (pathogenesis), structural alterations of cells (morphologic changes), and the consequences of changes (clinical manifestations).[2] In common medical practice, general pathology is mostly concerned with analyzing known clinical abnormalities that are markers or precursors for both infectious and non-infectious disease, and is conducted by experts in one of two major specialties, anatomical pathology and clinical pathology.[3] Further divisions in specialty exist on the basis of the involved sample types (comparing, for example, cytopathology, hematopathology, and histopathology), organs (as in renal pathology), and physiological systems (oral pathology), as well as on the basis of the focus of the examination (as with forensic pathology).
 Pathology is a significant field in modern medical diagnosis and medical research.
"
PH,Biology,5,"
 In chemistry, pH (/piːˈeɪtʃ/, denoting 'potential of hydrogen' or 'power of hydrogen'[1]) is a scale used to specify the acidity or basicity of an aqueous solution. Acidic solutions (solutions with higher concentrations of  H+ ions) are measured to have lower pH values than basic or alkaline solutions.
 The pH scale is logarithmic and inversely indicates the concentration of hydrogen ions in the solution. This is because the formula used to calculate pH approximates the negative of the base 10 logarithm of the molar concentration[a] of hydrogen ions in the solution. More precisely, pH is the negative of the base 10 logarithm of the activity of the H+ ion.[2] At 25 °C, solutions with a pH less than 7 are acidic, and solutions with a pH greater than 7 are basic. Solutions with a pH of 7 at this temperature are neutral (e.g. pure water).     The neutral value of the pH depends on the temperature, being lower than 7 if the temperature increases. The pH value can be less than 0 for very strong acids, or greater than 14 for very strong bases.[3] The pH scale is traceable to a set of standard solutions whose pH is established by international agreement.[4] Primary pH standard values are determined using a concentration cell with transference, by measuring the potential difference between a hydrogen electrode and a standard electrode such as the silver chloride electrode. The pH of aqueous solutions can be measured with a glass electrode and a pH meter, or a color-changing indicator. Measurements of pH are important in chemistry, agronomy, medicine, water treatment, and many other applications.
"
Pharmacology,Biology,5,"
 Pharmacology is a branch of medicine and pharmaceutical sciences which is concerned with the study of drug or medication action,[1] where a drug can be broadly or narrowly defined as any man-made, natural, or endogenous (from within the body) molecule which exerts a biochemical or physiological effect on the cell, tissue, organ, or organism (sometimes the word pharmacon is used as a term to encompass these endogenous and exogenous bioactive species). More specifically, it is the study of the interactions that occur between a living organism and chemicals that affect normal or abnormal biochemical function. If substances have medicinal properties, they are considered pharmaceuticals.
 The field encompasses drug composition and properties, synthesis and drug design, molecular and cellular mechanisms, organ/systems mechanisms, signal transduction/cellular communication, molecular diagnostics, interactions, chemical biology, therapy, and medical applications and antipathogenic capabilities. The two main areas of pharmacology are pharmacodynamics and pharmacokinetics. Pharmacodynamics studies the effects of a drug on biological systems, and pharmacokinetics studies the effects of biological systems on a drug. In broad terms, pharmacodynamics discusses the chemicals with biological receptors, and pharmacokinetics discusses the absorption, distribution, metabolism, and excretion (ADME) of chemicals from the biological systems. 
 Pharmacology is not synonymous with pharmacy and the two terms are frequently confused. Pharmacology, a biomedical science, deals with the research, discovery, and characterization of chemicals which show biological effects and the elucidation of cellular and organismal function in relation to these chemicals. In contrast, pharmacy, a health services profession, is concerned with the application of the principles learned from pharmacology in its clinical settings; whether it be in a dispensing or clinical care role. In either field, the primary contrast between the two is their distinctions between direct-patient care, pharmacy practice, and the science-oriented research field, driven by pharmacology.
"
Phenotype,Biology,5,"Phenotype (from Greek  pheno- 'showing', and  type 'type') is the term used in genetics for the composite observable characteristics or traits of an organism.[1][2] The term covers the organism's  morphology or physical form and structure, its  developmental processes, its biochemical and physiological properties, its behavior, and the products of behavior. An organism's phenotype results from two basic factors: the  expression of an organism's genetic code, or its genotype, and the influence of environmental factors. Both factors may interact, further affecting phenotype. When two or more clearly different phenotypes exist in the same population of a species, the species is called  polymorphic. A well-documented example of polymorphism is  Labrador Retriever coloring; while the coat color depends on many genes, it is clearly seen in the environment as yellow, black, and brown.  Richard Dawkins in 1978[3] and then again in his 1982 book The Extended Phenotype suggested that one can regard bird nests and other built structures such as  caddis-fly larvae cases and beaver dams as ""extended phenotypes"".
 Wilhelm Johannsen proposed the genotype-phenotype distinction in 1911 to make clear the difference between an organism's heredity and what that heredity produces.[4][5] The distinction resembles that proposed by August Weismann (1834-1914), who distinguished between germ plasm (heredity) and somatic cells (the body).
 The genotype-phenotype distinction should not be confused with Francis Crick's central dogma of molecular biology, a statement about the directionality of molecular sequential information flowing from DNA to protein, and not the reverse.
"
Pheromone,Biology,5,"A pheromone (from Ancient Greek φέρω phero ""to bear"" and hormone) is a secreted or excreted chemical factor that triggers a social response in members of the same species. Pheromones are chemicals capable of acting like hormones outside the body of the secreting individual, to impact the behavior of the receiving individuals.[1] There are alarm pheromones, food trail pheromones, sex pheromones, and many others that affect behavior or physiology. Pheromones are used from basic unicellular prokaryotes to complex multicellular eukaryotes.[2] Their use among insects has been particularly well documented. In addition, some vertebrates, plants and ciliates communicate by using pheromones.
"
Phloem,Biology,5,"Phloem (/ˈfloʊ.əm/, FLOH-əm) is the living tissue in vascular plants that transports the soluble organic compounds made during photosynthesis and known as photosynthates, in particular the sugar sucrose,[1] to parts of the plant where needed. This transport process is called translocation.[2] In trees, the phloem is the innermost layer of the bark, hence the name, derived from the Greek word φλοιός (phloios) meaning ""bark"". The term was introduced by Carl Nägeli in 1858.[3][4]"
Photosynthesis,Biology,5,"
 Photosynthesis is a process used by plants and other organisms to convert light energy into chemical energy that can later be released to fuel the organisms' activities. This chemical energy is stored in carbohydrate molecules, such as sugars, which are synthesized from carbon dioxide and water – hence the name photosynthesis, from the Greek phōs (φῶς), ""light"", and sunthesis (σύνθεσις), ""putting together"".[1][2][3] In most cases, oxygen is also released as a waste product. Most plants, most algae, and cyanobacteria perform photosynthesis; such organisms are called photoautotrophs. Photosynthesis is largely responsible for producing and maintaining the oxygen content of the Earth's atmosphere, and supplies most of the energy necessary for life on Earth.[4] Although photosynthesis is performed differently by different species, the process always begins when energy from light is absorbed by proteins called reaction centres that contain green chlorophyll pigments. In plants, these proteins are held inside organelles called chloroplasts, which are most abundant in leaf cells, while in bacteria they are embedded in the plasma membrane. In these light-dependent reactions, some energy is used to strip electrons from suitable substances, such as water, producing oxygen gas. The hydrogen freed by the splitting of water is used in the creation of two further compounds that serve as short-term stores of energy, enabling its transfer to drive other reactions: these compounds are reduced nicotinamide adenine dinucleotide phosphate (NADPH) and adenosine triphosphate (ATP), the ""energy currency"" of cells.
 In plants, algae and cyanobacteria, long-term energy storage in the form of sugars is produced by a subsequent sequence of light-independent reactions called the Calvin cycle; some bacteria use different mechanisms, such as the reverse Krebs cycle, to achieve the same end. In the Calvin cycle, atmospheric carbon dioxide is incorporated into already existing organic carbon compounds, such as ribulose bisphosphate (RuBP).[5] Using the ATP and NADPH produced by the light-dependent reactions, the resulting compounds are then reduced and removed to form further carbohydrates, such as glucose.
 The first photosynthetic organisms probably evolved early in the evolutionary history of life and most likely used reducing agents such as hydrogen or hydrogen sulfide, rather than water, as sources of electrons.[6] Cyanobacteria appeared later; the excess oxygen they produced contributed directly to the oxygenation of the Earth,[7] which rendered the evolution of complex life possible. Today, the average rate of energy capture by photosynthesis globally is approximately 130 terawatts,[8][9][10] which is about eight times the current power consumption of human civilization.[11]
Photosynthetic organisms also convert around 100–115 billion tons (91–104 petagrams) of carbon into biomass per year.[12][13] The fact that plants receive some energy from light—in addition to air, soil, and water—was discovered in 1779 by Jan Ingenhousz.
"
Phylogeny,Biology,5,"A phylogenetic tree or evolutionary tree is a branching diagram or ""tree"" showing the evolutionary relationships among various biological species or other entities—their phylogeny (/faɪˈlɒdʒəni/)—based upon similarities and differences in their physical or genetic characteristics. All life on Earth is part of a single phylogenetic tree, indicating common ancestry.
 In a rooted phylogenetic tree, each node with descendants represents the inferred most recent common ancestor of those descendants, and the edge lengths in some trees may be interpreted as time estimates. Each node is called a taxonomic unit. Internal nodes are generally called hypothetical taxonomic units, as they cannot be directly observed. Trees are useful in fields of biology such as bioinformatics, systematics, and phylogenetics. Unrooted trees illustrate only the relatedness of the leaf nodes and do not require the ancestral root to be known or inferred.
"
Phylum,Biology,5,"
 In biology, a phylum (/ˈfaɪləm/; plural: phyla) is a level of classification or taxonomic rank below kingdom and above class. Traditionally, in botany the term division has been used instead of phylum, although the International Code of Nomenclature for algae, fungi, and plants accepts the terms as equivalent.[1][2][3] Depending on definitions, the animal kingdom Animalia or Metazoa contains approximately 35 phyla; the plant kingdom Plantae contains about 14, and the fungus kingdom Fungi contains about 8 phyla. Current research in phylogenetics is uncovering the relationships between phyla, which are contained in larger clades, like Ecdysozoa and Embryophyta.
"
Physiology,Biology,5,"Physiology (/ˌfɪziˈɒlədʒi/; from Ancient Greek  φύσις (physis) 'nature, origin', and  -λογία (-logia) 'study of'[1]) is the scientific study of functions and mechanisms in a living system.[2][3] As a sub-discipline of biology, physiology focuses on how organisms, organ systems, individual organs, cells, and biomolecules carry out the chemical and physical functions in a living system.[4] According to the classes of organisms, the field can be divided into medical physiology, animal physiology, plant physiology, cell physiology, and comparative physiology.[4] Central to physiological functioning are biophysical and biochemical processes, homeostatic control mechanisms, and communication between cells.[5] Physiological state is the condition of normal function, while pathological state refers to abnormal conditions, including human diseases.
 The Nobel Prize in Physiology or Medicine is awarded by the Royal Swedish Academy of Sciences for exceptional scientific achievements in physiology related to the field of medicine. 
"
Phytochemistry,Biology,5,"Phytochemistry is the study of phytochemicals, which are chemicals derived from plants. Phytochemists strive to describe the structures of the large number of secondary metabolites found in plants, the functions of these compounds in human and plant biology, and the biosynthesis of these compounds. Plants synthesize phytochemicals for many reasons, including to protect themselves against insect attacks and plant diseases. The compounds found in plants are of many kinds, but most can be grouped into four major biosynthetic classes: alkaloids, phenylpropanoids, polyketides, and terpenoids.
 Phytochemistry can be considered a subfield of botany or chemistry. Activities can be led in botanical gardens or in the wild with the aid of ethnobotany. Phytochemical studies directed toward human (i.e. drug discovery) use may fall under the discipline of pharmacognosy, whereas phytochemical studies focused on the ecological functions and evolution of phytochemicals likely fall under the discipline of chemical ecology. Phytochemistry also has relevance to the field of plant physiology.
"
Phytopathology,Biology,5,"Plant pathology (also phytopathology) is the scientific study of diseases in plants caused by pathogens (infectious organisms) and environmental conditions (physiological factors).[1] Organisms that cause infectious disease include fungi, oomycetes, bacteria, viruses, viroids, virus-like organisms, phytoplasmas, protozoa, nematodes and parasitic plants. Not included are ectoparasites like insects, mites, vertebrate, or other pests that affect plant health by eating of plant tissues. Plant pathology also involves the study of pathogen identification, disease etiology, disease cycles, economic impact, plant disease epidemiology, plant disease resistance, how plant diseases affect humans and animals, pathosystem genetics, and management of plant diseases.
"
Placebo,Biology,5,"A placebo (/pləˈsiːboʊ/ plə-SEE-boh) is a substance or treatment which is designed to have no therapeutic value.[1] Common placebos include inert tablets (like sugar pills), inert injections (like saline), sham surgery,[2] and other procedures.[3] In general, placebos can affect how patients perceive their condition and encourage the body's chemical processes for relieving pain[4] and a few other symptoms,[5] but have no impact on the disease itself.[6][4] Improvements that patients experience after being treated with a placebo can also be due to unrelated factors, such as regression to the mean (a natural recovery from the illness).[4] The use of placebos in clinical medicine raises ethical concerns, especially if they are disguised as an active treatment, as this introduces dishonesty into the doctor–patient relationship and bypasses informed consent.[7] While it was once assumed that this deception was necessary for placebos to have any effect, there is now evidence that placebos can have effects even when the patient is aware that the treatment is a placebo.[8] In drug testing and medical research, a placebo can be made to resemble an active medication or therapy so that it functions as a control; this is to prevent the recipient or others from knowing (with their consent) whether a treatment is active or inactive, as expectations about efficacy can influence results.[9][10] In a clinical trial any change in the placebo arm is known as the placebo response, and the difference between this and the result of no treatment is the placebo effect.[11] Some researchers now recommend comparing the experimental treatment with an existing treatment when possible, instead of a placebo.[12] The idea of a placebo effect—a therapeutic outcome derived from an inert treatment—was discussed in 18th century psychology[13] but became more prominent in the 20th century. An influential 1955 study entitled The Powerful Placebo firmly established the idea that placebo effects were clinically important,[14] and were a result of the brain's role in physical health. A 1997 reassessment found no evidence of any placebo effect in the source data, as the study had not accounted for regression to the mean.[15][16]"
Plant,Biology,5,"
 Plants are mainly multicellular organisms, predominantly photosynthetic eukaryotes of the kingdom Plantae. Historically, plants were treated as one of two kingdoms including all living things that were not animals, and all algae and fungi were treated as plants. However, all current definitions of Plantae exclude the fungi and some algae, as well as the prokaryotes (the archaea and bacteria). By one definition, plants form the clade Viridiplantae (Latin name for ""green plants""), a group that includes the flowering plants, conifers and other gymnosperms, ferns and their allies, hornworts, liverworts, mosses, and the green algae, but excludes the red and brown algae.
 Green plants obtain most of their energy from sunlight via photosynthesis by primary chloroplasts that are derived from endosymbiosis with cyanobacteria. Their chloroplasts contain chlorophylls a and b, which gives them their green color. Some plants are parasitic or mycotrophic and have lost the ability to produce normal amounts of chlorophyll or to photosynthesize, but still have flowers, fruits, and seeds. Plants are characterized by sexual reproduction and alternation of generations, although asexual reproduction is also common.
 There are about 320,000 species of plants, of which the great majority, some 260–290 thousand, produce seeds.[5] Green plants provide a substantial proportion of the world's molecular oxygen,[6] and are the basis of most of Earth's ecosystems. Plants that produce grain, fruit, and vegetables also form basic human foods and have been domesticated for millennia. Plants have many cultural and other uses, as ornaments, building materials, writing material and, in great variety, they have been the source of medicines and psychoactive drugs. The scientific study of plants is known as botany, a branch of biology.
"
Plasmolysis,Biology,5,"Plasmolysis is the process in which cells lose water in a hypertonic solution. The reverse process, deplasmolysis or cytolysis, can occur if the cell is in a hypotonic solution resulting in a lower external osmotic pressure and a net flow of water into the cell. Through observation of plasmolysis and deplasmolysis, it is possible to determine the tonicity of the cell's environment as well as the rate solute molecules cross the cellular membrane.
"
